run,fold,noise,combiner,weights
main:googlenet_epoch01,3,all,Frhp,"[0.3325156571789738, 0.2649257349388649, 0.4952206198138859]"
main:googlenet_epoch01,3,all,Fh,"[0.7537548201943346, 0.6199264863165711]"
main:googlenet_epoch01,3,all,Frh,"[0.4209558863495342, 0.29996496094493796, 0.5763435773071113]"
main:googlenet_epoch01,4,all,F0,[0.9352867892112007]
main:googlenet_epoch01,4,all,Fr,"[0.48927309530942104, 0.39355930299971165]"
main:googlenet_epoch01,4,all,Fhp,"[0.6475934255751902, 0.5220064779574214]"
main:googlenet_epoch01,4,all,Frhp,"[0.31552063285490195, 0.28616686833675825, 0.4932482098184209]"
main:googlenet_epoch01,4,all,Fh,"[0.7529223030704679, 0.635767399953115]"
main:googlenet_epoch01,4,all,Frh,"[0.3793862853533323, 0.32721812115624926, 0.5906288962236825]"
main:googlenet_epoch01,5,all,F0,[0.950219000719017]
main:googlenet_epoch01,5,all,Fr,"[0.515997727985889, 0.38092521502423304]"
main:googlenet_epoch01,5,all,Fhp,"[0.6515248212899516, 0.5149468392871855]"
main:googlenet_epoch01,5,all,Frhp,"[0.3547124220170845, 0.26670799675759305, 0.4824792126187301]"
main:googlenet_epoch01,5,all,Fh,"[0.7673231500951252, 0.6266276045967473]"
main:googlenet_epoch01,5,all,Frh,"[0.4136014003284658, 0.3075600548689261, 0.5694735178173285]"
main:googlenet_epoch10,1,all,F0,[0.9189434293248533]
main:googlenet_epoch10,1,all,Fr,"[0.36315023062696244, 0.5024452551244687]"
main:googlenet_epoch10,1,all,Fhp,"[0.6402458504663668, 0.5487778138662825]"
main:googlenet_epoch10,1,all,Frhp,"[0.15509069341911885, 0.4327873554032752, 0.5335640808982021]"
main:googlenet_epoch10,1,all,Fh,"[0.7388320885117754, 0.6632337632735907]"
main:googlenet_epoch10,1,all,Frh,"[0.24304253660109257, 0.43904076998510033, 0.5986370116191817]"
main:googlenet_epoch10,2,all,F0,[0.9131435396870151]
main:googlenet_epoch10,2,all,Fr,"[0.3599950592030612, 0.5074818376346764]"
main:googlenet_epoch10,2,all,Fhp,"[0.5969766483201073, 0.5224427426189049]"
main:googlenet_epoch10,2,all,Frhp,"[0.150469437148108, 0.40121947004460645, 0.48401170091213974]"
main:googlenet_epoch10,2,all,Fh,"[0.7179324900469372, 0.6368166767822822]"
main:googlenet_epoch10,2,all,Frh,"[0.22973800868830818, 0.4391452244305619, 0.5635765680730074]"
main:googlenet_epoch10,3,all,F0,[0.9165153711587405]
main:googlenet_epoch10,3,all,Fr,"[0.373597599786081, 0.49116161093313704]"
main:googlenet_epoch10,3,all,Fhp,"[0.6144734941874122, 0.5394106127399887]"
main:googlenet_epoch10,3,all,Frhp,"[0.15550166762400985, 0.3999439424502078, 0.5110390706154722]"
main:googlenet_epoch10,3,all,Fh,"[0.7305555525818581, 0.6444854880722192]"
main:googlenet_epoch10,3,all,Frh,"[0.24835638409373084, 0.4310501016027485, 0.5909505159336403]"
main:googlenet_epoch10,4,all,F0,[0.9226665117016867]
main:googlenet_epoch10,4,all,Fr,"[0.38656291810969867, 0.485443000964772]"
main:googlenet_epoch10,4,all,Fhp,"[0.6269926045051097, 0.5326391286233603]"
main:googlenet_epoch10,4,all,Frhp,"[0.19749895884071592, 0.3817136563944621, 0.49797301786510884]"
main:googlenet_epoch10,4,all,Fh,"[0.7458250393028263, 0.6578626210205842]"
main:googlenet_epoch10,4,all,Frh,"[0.27858280884209874, 0.4116735835298123, 0.5869851694612818]"
main:googlenet_epoch10,5,all,F0,[0.9240356769993318]
main:googlenet_epoch10,5,all,Fr,"[0.364158389759929, 0.5078352700972895]"
main:googlenet_epoch10,5,all,Fhp,"[0.6236331411551989, 0.5222692118219947]"
main:googlenet_epoch10,5,all,Frhp,"[0.1526952588391864, 0.4135587907865754, 0.4855271527446354]"
main:googlenet_epoch10,5,all,Fh,"[0.7323158266431262, 0.6349561534013888]"
main:googlenet_epoch10,5,all,Frh,"[0.23638770249871627, 0.4448851607295138, 0.5688669677635154]"
main:resnet152_baseline,1,all,F0,[0.5790692580917158]
main:resnet152_baseline,1,all,Fr,"[0.3892851623458928, 0.2079540048502016]"
main:resnet152_baseline,1,all,Fhp,"[0.28663967555210784, 0.711053795045245]"
main:resnet152_baseline,1,all,Frhp,"[0.17683606316431869, 0.11781666328078948, 0.7031632916040628]"
main:resnet152_baseline,1,all,Fh,"[0.34455497015892284, 0.8678104403575007]"
main:resnet152_baseline,1,all,Frh,"[0.24282598959428897, 0.11997553512521963, 0.8565986825914658]"
main:resnet152_baseline,2,all,F0,[0.5836169287372595]
main:resnet152_baseline,2,all,Fr,"[0.37661633048692356, 0.2256105372664366]"
main:resnet152_baseline,2,all,Fhp,"[0.27119633293959183, 0.7008994856454891]"
main:resnet152_baseline,2,all,Frhp,"[0.1726189912798664, 0.11313048006145512, 0.6934960236955638]"
main:resnet152_baseline,2,all,Fh,"[0.3410373167239278, 0.8664807957810814]"
main:resnet152_baseline,2,all,Frh,"[0.2267262461322554, 0.13070319302131328, 0.8518600528286686]"
main:resnet152_baseline,3,all,F0,[0.5948199695971116]
main:resnet152_baseline,3,all,Fr,"[0.4009739469997783, 0.2116714160946756]"
main:resnet152_baseline,3,all,Fhp,"[0.2809800441329253, 0.7077165847679778]"
main:resnet152_baseline,3,all,Frhp,"[0.15474807915194866, 0.14168193734711132, 0.7013835581093659]"
main:resnet152_baseline,3,all,Fh,"[0.35251829679402413, 0.8600193554055486]"
main:resnet152_baseline,3,all,Frh,"[0.23889502914534155, 0.13395274915412592, 0.8470490194114306]"
main:resnet152_baseline,4,all,F0,[0.5955051177399553]
main:resnet152_baseline,4,all,Fr,"[0.4056085063497904, 0.20797541133596753]"
main:resnet152_baseline,4,all,Fhp,"[0.29513747381428496, 0.6982727295184888]"
main:resnet152_baseline,4,all,Frhp,"[0.18734588283120573, 0.11966870153871932, 0.6907992570930699]"
main:resnet152_baseline,4,all,Fh,"[0.3511972442707059, 0.8624785454443488]"
main:resnet152_baseline,4,all,Frh,"[0.2434899602397929, 0.1263862500190963, 0.8504339461047226]"
main:resnet152_baseline,5,all,F0,[0.5872294147667805]
main:resnet152_baseline,5,all,Fr,"[0.3933257434123811, 0.2114028456991047]"
main:resnet152_baseline,5,all,Fhp,"[0.2927527301160699, 0.696598497023262]"
main:resnet152_baseline,5,all,Frhp,"[0.18687949064268283, 0.12124857890534285, 0.6896842133043528]"
main:resnet152_baseline,5,all,Fh,"[0.35356828791248207, 0.8608208536953537]"
main:resnet152_baseline,5,all,Frh,"[0.24911729827146217, 0.12199397015457465, 0.8500460582193524]"
main:resnet152_epoch00,1,all,F0,[0.8070470067150838]
main:resnet152_epoch00,1,all,Fr,"[0.42332027767359937, 0.42044968938327215]"
main:resnet152_epoch00,1,all,Fhp,"[0.4823812025007317, 0.6107297816216297]"
main:resnet152_epoch00,1,all,Frhp,"[0.22703716375660898, 0.3139045742627238, 0.5707324087520511]"
main:resnet152_epoch00,1,all,Fh,"[0.5859176735702015, 0.7172395652439476]"
main:resnet152_epoch00,1,all,Frh,"[0.2884968117107449, 0.35139726758597867, 0.6541534327545127]"
main:resnet152_epoch00,2,all,F0,[0.7989459896697074]
main:resnet152_epoch00,2,all,Fr,"[0.4155549715529535, 0.42323411161637314]"
main:resnet152_epoch00,2,all,Fhp,"[0.4602092306831834, 0.5918572546049721]"
main:resnet152_epoch00,2,all,Frhp,"[0.2382094078792676, 0.2835064492727658, 0.5450672110530828]"
main:resnet152_epoch00,2,all,Fh,"[0.5736521767179699, 0.7120351572679082]"
main:resnet152_epoch00,2,all,Frh,"[0.28273429123568855, 0.3457767413361754, 0.6407309600573332]"
main:resnet152_epoch00,3,all,F0,[0.7872243376728543]
main:resnet152_epoch00,3,all,Fr,"[0.4053082551984778, 0.41512057504967204]"
main:resnet152_epoch00,3,all,Fhp,"[0.4641925757412433, 0.6144548561154097]"
main:resnet152_epoch00,3,all,Frhp,"[0.230117501682156, 0.2810205259534029, 0.5663954052158997]"
main:resnet152_epoch00,3,all,Fh,"[0.5741588417578825, 0.7222693701015142]"
main:resnet152_epoch00,3,all,Frh,"[0.27430466692221367, 0.34433814353998815, 0.6545896615792821]"
main:resnet152_epoch00,4,all,F0,[0.7866075351361622]
main:resnet152_epoch00,4,all,Fr,"[0.40313982561471645, 0.420040564823706]"
main:resnet152_epoch00,4,all,Fhp,"[0.45418708741735053, 0.6007315336390548]"
main:resnet152_epoch00,4,all,Frhp,"[0.2287021641763796, 0.28934357630530694, 0.5548996741758181]"
main:resnet152_epoch00,4,all,Fh,"[0.5614082883654702, 0.7212201910048084]"
main:resnet152_epoch00,4,all,Frh,"[0.26603957430303604, 0.35130052260049194, 0.6570133259742679]"
main:resnet152_epoch00,5,all,F0,[0.7902107146684215]
main:resnet152_epoch00,5,all,Fr,"[0.41537806051710224, 0.4166881673609811]"
main:resnet152_epoch00,5,all,Fhp,"[0.4748677248302533, 0.5980078086607415]"
main:resnet152_epoch00,5,all,Frhp,"[0.24301098931071544, 0.28272806146999396, 0.5469726408114692]"
main:resnet152_epoch00,5,all,Fh,"[0.5746145998760028, 0.7216199406701109]"
main:resnet152_epoch00,5,all,Frh,"[0.2884295318131434, 0.3424974421524087, 0.64885732380384]"
main:resnet152_epoch01,1,all,F0,[0.9086455366627398]
main:resnet152_epoch01,1,all,Fr,"[0.5192776284348588, 0.3811573122375994]"
main:resnet152_epoch01,1,all,Fhp,"[0.6401993288658305, 0.5548669930918604]"
main:resnet152_epoch01,1,all,Frhp,"[0.3464085706245921, 0.28450218617585316, 0.5132015434582813]"
main:resnet152_epoch01,1,all,Fh,"[0.7314081235376457, 0.6362135189554782]"
main:resnet152_epoch01,1,all,Frh,"[0.4051859645507529, 0.3188926244434944, 0.5848963086270376]"
main:resnet152_epoch01,2,all,F0,[0.8848021612278607]
main:resnet152_epoch01,2,all,Fr,"[0.47012432974918283, 0.4095794837424958]"
main:resnet152_epoch01,2,all,Fhp,"[0.5752738506320186, 0.5256656984443093]"
main:resnet152_epoch01,2,all,Frhp,"[0.27022157147732806, 0.3064316690190528, 0.48539679090209265]"
main:resnet152_epoch01,2,all,Fh,"[0.6909130088787014, 0.6162712962024803]"
main:resnet152_epoch01,2,all,Frh,"[0.3415640644311981, 0.3436461835698029, 0.5566897462976895]"
main:resnet152_epoch01,3,all,F0,[0.8984147679367301]
main:resnet152_epoch01,3,all,Fr,"[0.514252372104093, 0.3762350710546849]"
main:resnet152_epoch01,3,all,Fhp,"[0.5992554673670107, 0.5387595980987051]"
main:resnet152_epoch01,3,all,Frhp,"[0.3307233687825243, 0.26937853542674295, 0.49894316062856503]"
main:resnet152_epoch01,3,all,Fh,"[0.7093679610231176, 0.6180114175082754]"
main:resnet152_epoch01,3,all,Frh,"[0.3878652950033332, 0.3184417355923248, 0.5693905737177909]"
main:resnet152_epoch01,4,all,F0,[0.8977695752157125]
main:resnet152_epoch01,4,all,Fr,"[0.4966955090365456, 0.3887637620316551]"
main:resnet152_epoch01,4,all,Fhp,"[0.6185879455742218, 0.5309863629087632]"
main:resnet152_epoch01,4,all,Frhp,"[0.31871326652493426, 0.28474266723793756, 0.4896525957280846]"
main:resnet152_epoch01,4,all,Fh,"[0.7106750093270555, 0.623246128807492]"
main:resnet152_epoch01,4,all,Frh,"[0.3749354324574156, 0.32850656588645144, 0.5766491062823812]"
main:resnet152_epoch01,5,all,F0,[0.9010100102343614]
main:resnet152_epoch01,5,all,Fr,"[0.5130144566603376, 0.38279857948370893]"
main:resnet152_epoch01,5,all,Fhp,"[0.6247322689054506, 0.5286948455145156]"
main:resnet152_epoch01,5,all,Frhp,"[0.35201611700387214, 0.2688246608080854, 0.4864524263445965]"
main:resnet152_epoch01,5,all,Fh,"[0.7213808555890571, 0.6269979280098377]"
main:resnet152_epoch01,5,all,Frh,"[0.40138651645774315, 0.31408053903790073, 0.571512782236242]"
main:resnet152_epoch10,1,all,F0,[0.8512712428247837]
main:resnet152_epoch10,1,all,Fr,"[0.36175093035901545, 0.4970891749969377]"
main:resnet152_epoch10,1,all,Fhp,"[0.5884719965570945, 0.5645465616008033]"
main:resnet152_epoch10,1,all,Frhp,"[0.16402102015202444, 0.42918973178722564, 0.5407741635660652]"
main:resnet152_epoch10,1,all,Fh,"[0.6717354649640197, 0.6559851711791034]"
main:resnet152_epoch10,1,all,Frh,"[0.24119172838083125, 0.4354434869549647, 0.60060328431698]"
main:resnet152_epoch10,2,all,F0,[0.8507991982575469]
main:resnet152_epoch10,2,all,Fr,"[0.36414832789692614, 0.4986637773969333]"
main:resnet152_epoch10,2,all,Fhp,"[0.567811507607816, 0.5393823898293764]"
main:resnet152_epoch10,2,all,Frhp,"[0.1834903303073056, 0.38483806531796616, 0.4883660978983786]"
main:resnet152_epoch10,2,all,Fh,"[0.6648210969761126, 0.634326941931259]"
main:resnet152_epoch10,2,all,Frh,"[0.24217341237410692, 0.4270329861528098, 0.560391280872085]"
main:resnet152_epoch10,3,all,F0,[0.8583765356086894]
main:resnet152_epoch10,3,all,Fr,"[0.4076434633684411, 0.4636652262875065]"
main:resnet152_epoch10,3,all,Fhp,"[0.576349095275138, 0.548253135412196]"
main:resnet152_epoch10,3,all,Frhp,"[0.20732816089254386, 0.3711061714493081, 0.5134791667444516]"
main:resnet152_epoch10,3,all,Fh,"[0.6787263767404443, 0.6358084845196931]"
main:resnet152_epoch10,3,all,Frh,"[0.2806727145153449, 0.40656243328682407, 0.5867813959327353]"
main:resnet152_epoch10,4,all,F0,[0.851041081817455]
main:resnet152_epoch10,4,all,Fr,"[0.3763546435173943, 0.48416389932038867]"
main:resnet152_epoch10,4,all,Fhp,"[0.5709622482672673, 0.5402362992469286]"
main:resnet152_epoch10,4,all,Frhp,"[0.17299901370504195, 0.39442845712591335, 0.5029098035806381]"
main:resnet152_epoch10,4,all,Fh,"[0.6661295435251164, 0.6401004229953784]"
main:resnet152_epoch10,4,all,Frh,"[0.2521577310559494, 0.42054507817205755, 0.5804578258544892]"
main:resnet152_epoch10,5,all,F0,[0.8672546489121464]
main:resnet152_epoch10,5,all,Fr,"[0.4069849873741147, 0.47671225836448233]"
main:resnet152_epoch10,5,all,Fhp,"[0.5875375878187874, 0.5363290340603444]"
main:resnet152_epoch10,5,all,Frhp,"[0.2317452065925902, 0.35972835643965806, 0.48176241097828887]"
main:resnet152_epoch10,5,all,Fh,"[0.6826091558803176, 0.6343774945316218]"
main:resnet152_epoch10,5,all,Frh,"[0.28450981527126673, 0.41002225084193633, 0.567297068154595]"
main:vgg19_baseline,1,all,F0,[0.5414580759375919]
main:vgg19_baseline,1,all,Fr,"[0.2291380877968618, 0.33029552213218316]"
main:vgg19_baseline,1,all,Fhp,"[0.26934188999121905, 0.7286426561354523]"
main:vgg19_baseline,1,all,Frhp,"[0.1240185955293186, 0.16518058501038768, 0.7089535421583093]"
main:vgg19_baseline,1,all,Fh,"[0.30188586305528164, 0.8941584887657165]"
main:vgg19_baseline,1,all,Frh,"[0.14253411331500193, 0.1826743994864799, 0.8592866264909917]"
main:vgg19_baseline,2,all,F0,[0.5531100925037007]
main:vgg19_baseline,2,all,Fr,"[0.23618085418282903, 0.336168567772815]"
main:vgg19_baseline,2,all,Fhp,"[0.24754666196723002, 0.719714680920639]"
main:vgg19_baseline,2,all,Frhp,"[0.10117199679322936, 0.16994348787305835, 0.6998586108977705]"
main:vgg19_baseline,2,all,Fh,"[0.296239678384998, 0.8866443454422337]"
main:vgg19_baseline,2,all,Frh,"[0.13334214197880173, 0.1868669688133482, 0.8519891372567643]"
main:vgg19_baseline,3,all,F0,[0.5579009583870581]
main:vgg19_baseline,3,all,Fr,"[0.24071247507278798, 0.3345279134732616]"
main:vgg19_baseline,3,all,Fhp,"[0.2512146312459339, 0.728435911219317]"
main:vgg19_baseline,3,all,Frhp,"[0.07825636802791439, 0.20042788563506686, 0.710973216733015]"
main:vgg19_baseline,3,all,Fh,"[0.31368892510954993, 0.8894571573703727]"
main:vgg19_baseline,3,all,Frh,"[0.14189477365838488, 0.19541184372691547, 0.8543463973339425]"
main:vgg19_baseline,4,all,F0,[0.561389740577893]
main:vgg19_baseline,4,all,Fr,"[0.24827270591224404, 0.3307781393449288]"
main:vgg19_baseline,4,all,Fhp,"[0.27997467823157074, 0.71783746784363]"
main:vgg19_baseline,4,all,Frhp,"[0.11861712622193865, 0.18118043826276917, 0.6980291788453488]"
main:vgg19_baseline,4,all,Fh,"[0.3180204363217892, 0.8907068044999987]"
main:vgg19_baseline,4,all,Frh,"[0.15940286081619037, 0.18421253331155174, 0.8548175588828604]"
main:vgg19_baseline,5,all,F0,[0.5607579125657365]
main:vgg19_baseline,5,all,Fr,"[0.2544717005558794, 0.32211140558456464]"
main:vgg19_baseline,5,all,Fhp,"[0.26709130990677404, 0.7154283461254605]"
main:vgg19_baseline,5,all,Frhp,"[0.10708750229154117, 0.18147883581702778, 0.6980034751168358]"
main:vgg19_baseline,5,all,Fh,"[0.32351121654960174, 0.8868149589727482]"
main:vgg19_baseline,5,all,Frh,"[0.16500022900728029, 0.17730858591547727, 0.8547466358121387]"
main:vgg19_epoch00,1,all,F0,[0.9980401289264147]
main:vgg19_epoch00,1,all,Fr,"[0.5808659271617893, 0.3830202925923941]"
main:vgg19_epoch00,1,all,Fhp,"[0.6233468985037729, 0.6069121932736494]"
main:vgg19_epoch00,1,all,Frhp,"[0.33521519029647306, 0.29051162101785466, 0.568835076895891]"
main:vgg19_epoch00,1,all,Fh,"[0.7721453334313138, 0.716745719618789]"
main:vgg19_epoch00,1,all,Frh,"[0.4435122933250254, 0.30909469357660446, 0.6542807843113183]"
main:vgg19_epoch00,2,all,F0,[1.008129757704676]
main:vgg19_epoch00,2,all,Fr,"[0.6251370486421992, 0.36443676396582836]"
main:vgg19_epoch00,2,all,Fhp,"[0.6366016504747896, 0.5822235460760883]"
main:vgg19_epoch00,2,all,Frhp,"[0.3866657417390842, 0.24802224010702306, 0.5402949600066738]"
main:vgg19_epoch00,2,all,Fh,"[0.8058071429746185, 0.7026543429166657]"
main:vgg19_epoch00,2,all,Frh,"[0.5016230808203674, 0.27953133534538843, 0.6392870038972494]"
main:vgg19_epoch00,3,all,F0,[0.9986283797122762]
main:vgg19_epoch00,3,all,Fr,"[0.6016851273685035, 0.3564512306031556]"
main:vgg19_epoch00,3,all,Fhp,"[0.602565352808907, 0.5973091143415706]"
main:vgg19_epoch00,3,all,Frhp,"[0.3339978371043041, 0.26482429285274733, 0.563342840072939]"
main:vgg19_epoch00,3,all,Fh,"[0.7821450412026887, 0.7098344721465232]"
main:vgg19_epoch00,3,all,Frh,"[0.4629369333394037, 0.2862174651059985, 0.6502511818446757]"
main:vgg19_epoch00,4,all,F0,[0.9978150100258782]
main:vgg19_epoch00,4,all,Fr,"[0.5918551629297921, 0.3664300090134161]"
main:vgg19_epoch00,4,all,Fhp,"[0.6159522007163525, 0.5904151797080798]"
main:vgg19_epoch00,4,all,Frhp,"[0.358070845046611, 0.26203961196625697, 0.5515238307501602]"
main:vgg19_epoch00,4,all,Fh,"[0.776472692568418, 0.7125987040584546]"
main:vgg19_epoch00,4,all,Frh,"[0.4647300241181733, 0.2904942271287886, 0.6540086141065531]"
main:vgg19_epoch00,5,all,F0,[0.9982783849162741]
main:vgg19_epoch00,5,all,Fr,"[0.6226214867769713, 0.3511017217946685]"
main:vgg19_epoch00,5,all,Fhp,"[0.6128707560897216, 0.5789155937261319]"
main:vgg19_epoch00,5,all,Frhp,"[0.3618802956594247, 0.251492068002947, 0.5409364248434364]"
main:vgg19_epoch00,5,all,Fh,"[0.7868055431218242, 0.7046224549728979]"
main:vgg19_epoch00,5,all,Frh,"[0.48422477616539594, 0.28081448549045784, 0.6463275982805115]"
main:vgg19_epoch01,1,all,F0,[0.9884153838669623]
main:vgg19_epoch01,1,all,Fr,"[0.7090388065337967, 0.253007897507422]"
main:vgg19_epoch01,1,all,Fhp,"[0.7333467087059402, 0.5086945927696717]"
main:vgg19_epoch01,1,all,Frhp,"[0.5344466892656263, 0.1821838286005454, 0.49386668230302555]"
main:vgg19_epoch01,1,all,Fh,"[0.8331376778407724, 0.6218376941609687]"
main:vgg19_epoch01,1,all,Frh,"[0.6021570680330379, 0.20632502679987186, 0.5900090729270864]"
main:vgg19_epoch01,2,all,F0,[0.9955193244162558]
main:vgg19_epoch01,2,all,Fr,"[0.7247714464890078, 0.24581765638939812]"
main:vgg19_epoch01,2,all,Fhp,"[0.7094055120405434, 0.4719375968759832]"
main:vgg19_epoch01,2,all,Frhp,"[0.5270965525201361, 0.16836185473530613, 0.4567160203703893]"
main:vgg19_epoch01,2,all,Fh,"[0.8272161770568135, 0.587157428170747]"
main:vgg19_epoch01,2,all,Frh,"[0.616352568414149, 0.19273127713816646, 0.5603890986101039]"
main:vgg19_epoch01,3,all,F0,[0.997814307083508]
main:vgg19_epoch01,3,all,Fr,"[0.7504524590194965, 0.22615170341736784]"
main:vgg19_epoch01,3,all,Fhp,"[0.7304630500058793, 0.49040361154921297]"
main:vgg19_epoch01,3,all,Frhp,"[0.5658486684670083, 0.14962702569367983, 0.4761982986550817]"
main:vgg19_epoch01,3,all,Fh,"[0.8506552534263946, 0.6050454938021066]"
main:vgg19_epoch01,3,all,Frh,"[0.6459055855866687, 0.17845606399298536, 0.573887255971061]"
main:vgg19_epoch01,4,all,F0,[0.9973171427170715]
main:vgg19_epoch01,4,all,Fr,"[0.7406598527433593, 0.22985386638944005]"
main:vgg19_epoch01,4,all,Fhp,"[0.7262235748586232, 0.4834904291687992]"
main:vgg19_epoch01,4,all,Frhp,"[0.549180595057038, 0.15650287913747302, 0.4705272586513175]"
main:vgg19_epoch01,4,all,Fh,"[0.846927544164677, 0.6172377986400842]"
main:vgg19_epoch01,4,all,Frh,"[0.6364732804871347, 0.18369082358658562, 0.5913299953727356]"
main:vgg19_epoch01,5,all,F0,[0.9978211150507538]
main:vgg19_epoch01,5,all,Fr,"[0.7538715812427049, 0.22847388640884306]"
main:vgg19_epoch01,5,all,Fhp,"[0.7452507275053346, 0.4792831128134727]"
main:vgg19_epoch01,5,all,Frhp,"[0.5871824614979257, 0.1442559231692259, 0.4636158257317582]"
main:vgg19_epoch01,5,all,Fh,"[0.8430162510396672, 0.5934005543200236]"
main:vgg19_epoch01,5,all,Frh,"[0.6449078404783408, 0.17895890310404694, 0.56799408981914]"
main:vgg19_epoch10,1,all,F0,[0.9978129280450716]
main:vgg19_epoch10,1,all,Fr,"[0.7814012116114659, 0.20909010446387732]"
main:vgg19_epoch10,1,all,Fhp,"[0.7840028306037898, 0.49076892032367536]"
main:vgg19_epoch10,1,all,Frhp,"[0.5583505486769018, 0.19534593981527393, 0.48074153665395525]"
main:vgg19_epoch10,1,all,Fh,"[0.8730674837180141, 0.5980795581441265]"
main:vgg19_epoch10,1,all,Frh,"[0.6772107772308922, 0.17726145699138252, 0.5784829638601029]"
main:vgg19_epoch10,2,all,F0,[0.9978532712643721]
main:vgg19_epoch10,2,all,Fr,"[0.8121933543449096, 0.1856188392485156]"
main:vgg19_epoch10,2,all,Fhp,"[0.7731401911317332, 0.44697419833974045]"
main:vgg19_epoch10,2,all,Frhp,"[0.6145535486709526, 0.13370480379633395, 0.4330739849497576]"
main:vgg19_epoch10,2,all,Fh,"[0.8761677538831194, 0.5572140532044985]"
main:vgg19_epoch10,2,all,Frh,"[0.7139361637302946, 0.14371766847808065, 0.5373493353801125]"
main:vgg19_epoch10,3,all,F0,[0.9978121788133482]
main:vgg19_epoch10,3,all,Fr,"[0.7812806367309646, 0.20678032990943648]"
main:vgg19_epoch10,3,all,Fhp,"[0.7644709539518146, 0.4731244926527326]"
main:vgg19_epoch10,3,all,Frhp,"[0.5635551230957501, 0.1705357271898599, 0.45815638848170237]"
main:vgg19_epoch10,3,all,Fh,"[0.8679124472822825, 0.5811658451868598]"
main:vgg19_epoch10,3,all,Frh,"[0.6738214693205304, 0.17366284573662705, 0.5605306596572974]"
main:vgg19_epoch10,4,all,F0,[0.9930861538532155]
main:vgg19_epoch10,4,all,Fr,"[0.7654945141514906, 0.21322469446816877]"
main:vgg19_epoch10,4,all,Fhp,"[0.7805769705637096, 0.47605622835638367]"
main:vgg19_epoch10,4,all,Frhp,"[0.6257960642867277, 0.15095150550019776, 0.47124361305775064]"
main:vgg19_epoch10,4,all,Fh,"[0.8693472437434786, 0.5996858364049625]"
main:vgg19_epoch10,4,all,Frh,"[0.6744259284441029, 0.1685079571039666, 0.5718345922210908]"
main:vgg19_epoch10,5,all,F0,[0.9978125309547645]
main:vgg19_epoch10,5,all,Fr,"[0.7893482918347907, 0.20415863058301756]"
main:vgg19_epoch10,5,all,Fhp,"[0.7612758391007872, 0.44956019875852193]"
main:vgg19_epoch10,5,all,Frhp,"[0.6025371305463928, 0.14788528613633772, 0.4389820464995249]"
main:vgg19_epoch10,5,all,Fh,"[0.8631888091287315, 0.568391749814607]"
main:vgg19_epoch10,5,all,Frh,"[0.6876298865713812, 0.16048854370507676, 0.5497451267132463]"
R1_uniform_c,1,all,F0,[0.9978129280450716]
R1_uniform_c,1,all,Fr,"[0.7814012116114659, 0.20909010446387732]"
R1_uniform_c,1,all,Fhp,"[0.7767972009035019, 0.4966123074280719]"
R1_uniform_c,1,all,Frhp,"[0.5902814661829323, 0.18604417614342927, 0.49410103523511195]"
R1_uniform_c,1,all,Fh,"[0.9118536373930928, 0.6615271686728701]"
R1_uniform_c,1,all,Frh,"[0.6986919263566536, 0.20432045639840452, 0.6592871025559105]"
R1_uniform_c,2,all,F0,[0.9978532712643721]
R1_uniform_c,2,all,Fr,"[0.8121933543449096, 0.1856188392485156]"
R1_uniform_c,2,all,Fhp,"[0.7808410009161391, 0.45472009182114126]"
R1_uniform_c,2,all,Frhp,"[0.6353751719868949, 0.12743680186034445, 0.4406035059300413]"
R1_uniform_c,2,all,Fh,"[0.9235010313571275, 0.6295091713823382]"
R1_uniform_c,2,all,Frh,"[0.7454887828080188, 0.1658769667483953, 0.6245472502583654]"
R1_uniform_c,3,all,F0,[0.9978121788133482]
R1_uniform_c,3,all,Fr,"[0.7812806367309646, 0.20678032990943648]"
R1_uniform_c,3,all,Fhp,"[0.7758355347550986, 0.47695984234333155]"
R1_uniform_c,3,all,Frhp,"[0.6273984957586515, 0.14592449198743618, 0.46756998532274296]"
R1_uniform_c,3,all,Fh,"[0.9031293193410985, 0.6291892723851205]"
R1_uniform_c,3,all,Frh,"[0.7059406358826341, 0.19265577505495762, 0.6283522741077322]"
R1_uniform_c,4,all,F0,[0.9930861538532155]
R1_uniform_c,4,all,Fr,"[0.7654945141514906, 0.21322469446816877]"
R1_uniform_c,4,all,Fhp,"[0.776580526299186, 0.4763883878027132]"
R1_uniform_c,4,all,Frhp,"[0.6309287759183855, 0.1317927852691322, 0.4598757696085861]"
R1_uniform_c,4,all,Fh,"[0.9041538552459909, 0.6427143690898622]"
R1_uniform_c,4,all,Frh,"[0.7002223665244232, 0.1925968443319755, 0.6382318338260069]"
R1_uniform_c,5,all,F0,[0.9978125309547645]
R1_uniform_c,5,all,Fr,"[0.7893482918347907, 0.20415863058301756]"
R1_uniform_c,5,all,Fhp,"[0.7668256983948455, 0.4598319244946207]"
R1_uniform_c,5,all,Frhp,"[0.6182917840450848, 0.13850394075657668, 0.446318001349882]"
R1_uniform_c,5,all,Fh,"[0.9011756240433413, 0.6199252296756527]"
R1_uniform_c,5,all,Frh,"[0.7084857660977746, 0.18407715673102498, 0.6170990471938029]"
R2_brier,1,all,F0,[0.9255296762697317]
R2_brier,1,all,Fr,"[0.7003512397768046, 0.19702157575612197]"
R2_brier,1,all,Fhp,"[0.7393340729431006, 0.49679814103780817]"
R2_brier,1,all,Frhp,"[0.5342947481352114, 0.21943714110731355, 0.5268196916188705]"
