noise_level,confidence,human_label,n_all_pilot,n_train_min_over_folds,P_true_airplane,P_true_bear,P_true_bicycle,P_true_bird,P_true_boat,P_true_bottle,P_true_car,P_true_cat,P_true_chair,P_true_clock,P_true_dog,P_true_elephant,P_true_keyboard,P_true_knife,P_true_oven,P_true_truck
95,medium,keyboard,35,24,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.5098039215686274,0.0196078431372549,0.09803921568627451,0.0196078431372549
95,medium,knife,21,11,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.5405405405405406,0.02702702702702703,0.02702702702702703
95,medium,oven,42,29,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.08620689655172414,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.603448275862069,0.017241379310344827
95,medium,truck,8,5,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.3333333333333333
95,high,airplane,85,55,0.8316831683168316,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.019801980198019802,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.019801980198019802,0.009900990099009901,0.009900990099009901,0.009900990099009901
95,high,bear,36,24,0.019230769230769232,0.6923076923076923,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232
95,high,bicycle,89,64,0.009523809523809525,0.01904761904761905,0.8476190476190476,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525
95,high,bird,75,47,0.01098901098901099,0.02197802197802198,0.01098901098901099,0.7912087912087912,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.02197802197802198,0.01098901098901099,0.01098901098901099,0.02197802197802198,0.02197802197802198,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099
95,high,boat,59,40,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.7733333333333333,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.04
95,high,bottle,42,23,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.7413793103448276,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827
